"filename" "tajima_d" "missing_data" "missing_type" "vcf_source" "max_pi_vcftools"
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_3600.vcf.Tajima.D" -1.8455 0.64 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_3600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_3700.vcf.Tajima.D" -1.81845 0.63 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_3700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_3800.vcf.Tajima.D" -1.92754 0.62 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_3800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_3900.vcf.Tajima.D" -1.87105 0.61 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_3900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_400.vcf.Tajima.D" -1.81553 0.96 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4000.vcf.Tajima.D" -1.84542 0.6 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4100.vcf.Tajima.D" -1.83632 0.59 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4200.vcf.Tajima.D" -1.81083 0.58 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4300.vcf.Tajima.D" -1.86616 0.57 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4400.vcf.Tajima.D" -1.88125 0.56 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4500.vcf.Tajima.D" -1.8478 0.55 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4600.vcf.Tajima.D" -1.9036 0.54 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4700.vcf.Tajima.D" -1.86128 0.53 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4800.vcf.Tajima.D" -1.88041 0.52 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4900.vcf.Tajima.D" -1.87971 0.51 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_4900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_500.vcf.Tajima.D" -1.66235 0.95 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5000.vcf.Tajima.D" -1.8453 0.5 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5100.vcf.Tajima.D" -1.84493 0.49 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5200.vcf.Tajima.D" -1.90969 0.48 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5300.vcf.Tajima.D" -1.86467 0.47 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5400.vcf.Tajima.D" -1.83461 0.46 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5500.vcf.Tajima.D" -1.87438 0.45 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5600.vcf.Tajima.D" -1.88364 0.44 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5700.vcf.Tajima.D" -1.88861 0.43 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5800.vcf.Tajima.D" -1.87329 0.42 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5900.vcf.Tajima.D" -1.88258 0.41 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_5900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_600.vcf.Tajima.D" -1.78481 0.94 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6000.vcf.Tajima.D" -1.89384 0.4 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6100.vcf.Tajima.D" -1.87024 0.39 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6200.vcf.Tajima.D" -1.87756 0.38 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6300.vcf.Tajima.D" -1.88688 0.37 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6400.vcf.Tajima.D" -1.8444 0.36 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6500.vcf.Tajima.D" -1.8575 0.35 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6600.vcf.Tajima.D" -1.89755 0.34 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6700.vcf.Tajima.D" -1.88643 0.33 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6800.vcf.Tajima.D" -1.84877 0.32 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6900.vcf.Tajima.D" -1.83667 0.31 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_6900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_700.vcf.Tajima.D" -2.05278 0.93 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7000.vcf.Tajima.D" -1.83611 0.3 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7100.vcf.Tajima.D" -1.85671 0.29 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7200.vcf.Tajima.D" -1.83469 0.28 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7300.vcf.Tajima.D" -1.88964 0.27 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7400.vcf.Tajima.D" -1.89076 0.26 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7500.vcf.Tajima.D" -1.86039 0.25 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7600.vcf.Tajima.D" -1.88006 0.24 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7700.vcf.Tajima.D" -1.87044 0.23 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7800.vcf.Tajima.D" -1.85357 0.22 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7900.vcf.Tajima.D" -1.91392 0.21 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_7900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_800.vcf.Tajima.D" -1.7255 0.92 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8000.vcf.Tajima.D" -1.86131 0.2 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8100.vcf.Tajima.D" -1.88674 0.19 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8200.vcf.Tajima.D" -1.89074 0.18 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8300.vcf.Tajima.D" -1.86668 0.17 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8400.vcf.Tajima.D" -1.85468 0.16 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8500.vcf.Tajima.D" -1.8758 0.15 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8600.vcf.Tajima.D" -1.88877 0.14 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8700.vcf.Tajima.D" -1.87154 0.13 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8800.vcf.Tajima.D" -1.85361 0.12 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8900.vcf.Tajima.D" -1.84454 0.11 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_8900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_900.vcf.Tajima.D" -1.6733 0.91 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9000.vcf.Tajima.D" -1.85952 0.1 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9100.vcf.Tajima.D" -1.89183 0.09 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9200.vcf.Tajima.D" -1.85621 0.08 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9300.vcf.Tajima.D" -1.84968 0.07 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9400.vcf.Tajima.D" -1.87653 0.06 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9500.vcf.Tajima.D" -1.87583 0.05 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9600.vcf.Tajima.D" -1.86635 0.04 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9700.vcf.Tajima.D" -1.85991 0.03 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9800.vcf.Tajima.D" -1.86392 0.02 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9900.vcf.Tajima.D" -1.85929 0.01 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_56_invar.missing_9900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_100.vcf.Tajima.D" -0.357692 0.99 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1000.vcf.Tajima.D" -0.25204 0.9 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_10000.vcf.Tajima.D" -0.167216 0 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_10000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1100.vcf.Tajima.D" 0.0361449 0.89 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1200.vcf.Tajima.D" -0.27424 0.88 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1300.vcf.Tajima.D" -0.0967907 0.87 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1400.vcf.Tajima.D" -0.0347456 0.86 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1500.vcf.Tajima.D" -0.131226 0.85 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1600.vcf.Tajima.D" -0.118137 0.84 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1700.vcf.Tajima.D" -0.0375829 0.83 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1800.vcf.Tajima.D" -0.213644 0.82 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1900.vcf.Tajima.D" -0.142592 0.81 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_1900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_200.vcf.Tajima.D" -0.0642489 0.98 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2000.vcf.Tajima.D" -0.195755 0.8 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2100.vcf.Tajima.D" -0.123047 0.79 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2200.vcf.Tajima.D" -0.486113 0.78 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2300.vcf.Tajima.D" -0.204391 0.77 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2400.vcf.Tajima.D" -0.066491 0.76 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2500.vcf.Tajima.D" -0.194031 0.75 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2600.vcf.Tajima.D" -0.0826265 0.74 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2700.vcf.Tajima.D" -0.260871 0.73 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2700.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2800.vcf.Tajima.D" -0.197904 0.72 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2800.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2900.vcf.Tajima.D" -0.192393 0.71 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_2900.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_300.vcf.Tajima.D" -0.169764 0.97 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3000.vcf.Tajima.D" -0.248353 0.7 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3000.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3100.vcf.Tajima.D" -0.201136 0.69 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3100.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3200.vcf.Tajima.D" -0.126818 0.68 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3200.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3300.vcf.Tajima.D" -0.164444 0.67 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3300.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3400.vcf.Tajima.D" -0.127521 0.66 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3400.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3500.vcf.Tajima.D" -0.140884 0.65 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3500.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3600.vcf.Tajima.D" -0.196105 0.64 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3600.vcf" NA
"data/missing_sites/pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3700.vcf.Tajima.D" -0.173204 0.63 "sites" "pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_57_invar.missing_3700.vcf" NA
